quote_id,group_id,page_id,page_title,page_link,page_date,text,character_id,character_name,character_category
315,156,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: sounds like a noise a horse would make </span>",3,Dave,Beta Kids
316,156,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: ie dumb</span>",3,Dave,Beta Kids
317,156,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: equally dumb are all those pictures of that clown youve got hanging up</span>",3,Dave,Beta Kids
319,158,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: i was talking about nick cage</span>",3,Dave,Beta Kids
321,160,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: ha ha so lame</span>",3,Dave,Beta Kids
322,160,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: you dont even like him ironically or anything this is like for real isnt it</span>",3,Dave,Beta Kids
323,160,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: hahaha</span>",3,Dave,Beta Kids
326,162,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: no those are awesome</span>",3,Dave,Beta Kids
330,164,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: im wearing them ironically</span>",3,Dave,Beta Kids
331,164,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: because theyre awesome</span>",3,Dave,Beta Kids
332,164,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: the fact that theyre ironic makes them awesome</span>",3,Dave,Beta Kids
333,164,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: and vice versa</span>",3,Dave,Beta Kids
334,164,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: are you taking notes on how to be cool?? jesus get a fucking pen</span>",3,Dave,Beta Kids
336,166,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: ew yeah</span>",3,Dave,Beta Kids
337,166,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: oh well</span>",3,Dave,Beta Kids
338,166,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: anyway speaking of which</span>",3,Dave,Beta Kids
339,166,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: did you get the mail</span>",3,Dave,Beta Kids
341,168,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: did there happen to be a package there</span>",3,Dave,Beta Kids
343,170,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: you should probably open it</span>",3,Dave,Beta Kids
345,172,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: oh man the beta came</span>",3,Dave,Beta Kids
347,174,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: haha no way</span>",3,Dave,Beta Kids
349,176,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: it sounds so HELLS of boring just get TT to play it she is all about that</span>",3,Dave,Beta Kids
351,178,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: her internet is blinking in and out i guess</span>",3,Dave,Beta Kids
352,178,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: probably be back online soon</span>",3,Dave,Beta Kids
353,178,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: oh and christ in a sidecar are you still using the stack modus???</span>",3,Dave,Beta Kids
354,178,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: seriously dude</span>",3,Dave,Beta Kids
355,178,110,[S] John: Check Pesterchum.,?s=6&p=002010,2009-05-03,"<span style=""color: #e00707"">TG: you need to BONE UP on your data structures that shit is just ridiculous</span>",3,Dave,Beta Kids
671,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: i heard you got the box</span>",3,Dave,Beta Kids
672,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: i hope you appreciate my heroic fatherly perseverance in getting it to you</span>",3,Dave,Beta Kids
673,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: in my rough and tumble dirty wifebeaterly sort of way</span>",3,Dave,Beta Kids
674,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: also i hope you appreciate how many no-talent douches had their mitts on that bunny before you</span>",3,Dave,Beta Kids
675,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: its like a grubby baton in some huge douchebag marathon</span>",3,Dave,Beta Kids
676,357,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: hey where are you</span>",3,Dave,Beta Kids
679,359,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: dude i told you to steer clear of that game</span>",3,Dave,Beta Kids
680,359,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: and for that matter you should probably wash your hands of flighty broads and their snarky horseshit altogether</span>",3,Dave,Beta Kids
685,361,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: oh man</span>",3,Dave,Beta Kids
686,361,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: how big is it</span>",3,Dave,Beta Kids
691,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: like the size of texas</span>",3,Dave,Beta Kids
692,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: or just rhode island</span>",3,Dave,Beta Kids
693,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: theyre always throwing around these geographical comparisons to give us a sense of scale like it really means anything to us</span>",3,Dave,Beta Kids
694,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: but its like it doesnt matter its always just like: WOW THATS PRETTY FUCKING BIG</span>",3,Dave,Beta Kids
695,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: like mr president theres a meteor coming sir. oh yeah, how big is it? its the size of texas sir</span>",3,Dave,Beta Kids
696,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: OH SHIT</span>",3,Dave,Beta Kids
697,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: or, how big is it? its the size of new york city sir</span>",3,Dave,Beta Kids
698,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: OH SHIT</span>",3,Dave,Beta Kids
699,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: sir im afraid the comet is the size of your moms dick</span>",3,Dave,Beta Kids
700,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: OH SNAP</span>",3,Dave,Beta Kids
701,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: sir are you familiar with jupiter</span>",3,Dave,Beta Kids
702,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: you mean like the planet?</span>",3,Dave,Beta Kids
703,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: yeah</span>",3,Dave,Beta Kids
704,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: well its that big sir</span>",3,Dave,Beta Kids
705,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: hmm that sounds pretty big</span>",3,Dave,Beta Kids
706,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: i have a question</span>",3,Dave,Beta Kids
707,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: is it jupiter?</span>",3,Dave,Beta Kids
708,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: yes sir, earth is literally under seige by planet fucking jupiter</span>",3,Dave,Beta Kids
709,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: OH SHIT</span>",3,Dave,Beta Kids
710,363,204,John: Answer chums.,?s=6&p=002104,2009-05-23,"<span style=""color: #e00707"">TG: anyway later</span>",3,Dave,Beta Kids
907,476,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: hey bro check it out im working on some new rhymes</span>",3,Dave,Beta Kids
909,478,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: come on this is hells of ill just listen</span>",3,Dave,Beta Kids
913,480,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: huh</span>",3,Dave,Beta Kids
914,480,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: for real</span>",3,Dave,Beta Kids
916,482,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: i think i could drop some sick rhymes about all this</span>",3,Dave,Beta Kids
918,484,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: no thisll be dope check it</span>",3,Dave,Beta Kids
920,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: wait wait</span>",3,Dave,Beta Kids
921,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: armageddon's gettin waged on us</span>",3,Dave,Beta Kids
922,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: but im-a gettin armed and dangerous</span>",3,Dave,Beta Kids
923,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: sending men in space for savin us</span>",3,Dave,Beta Kids
924,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: see which playa's more couragerous</span>",3,Dave,Beta Kids
925,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: ben or bruce? dudes reach a truce</span>",3,Dave,Beta Kids
926,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: put their blowchutes to use and up-suck it</span>",3,Dave,Beta Kids
927,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: afflecks saclifice, i mean -crifice, would have to sufflice. aw fluck it</span>",3,Dave,Beta Kids
928,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: bro be a stained-glass saint, up on a cross gettin hella christ-plagiarous</span>",3,Dave,Beta Kids
929,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: bruce's like offa that cruciflix, nuff a this fuckin savior-fuss</span>",3,Dave,Beta Kids
930,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: restrained his ass per mclane-redux while buscemi remained derangerous</span>",3,Dave,Beta Kids
931,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: when a plan gone astray pays off a wasted craterous</span>",3,Dave,Beta Kids
932,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: ash tray caterin to layers of matt maconnaheys vague remainder-dust</span>",3,Dave,Beta Kids
933,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: wait</span>",3,Dave,Beta Kids
934,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: uh</span>",3,Dave,Beta Kids
935,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: macconahey wasnt even in any of those meteor movies was he</span>",3,Dave,Beta Kids
936,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: ill have to make a rap about</span>",3,Dave,Beta Kids
937,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: i dont know</span>",3,Dave,Beta Kids
938,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: morgan freeman or something</span>",3,Dave,Beta Kids
939,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: being the president</span>",3,Dave,Beta Kids
940,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: itll be called</span>",3,Dave,Beta Kids
941,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: ""obama made it so that no one gives a shit about black presidents in movies anymore""</span>",3,Dave,Beta Kids
942,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: see youve got to fill me in on whats going on</span>",3,Dave,Beta Kids
943,486,287,INDULGE THE DEVICE. BUT BE CURT WITH IT.,?s=6&p=002187,2009-06-22,"<span style=""color: #e00707"">TG: so i have something to rap about besides all your dumbshit movies</span>",3,Dave,Beta Kids
999,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: when the film crew zooms where the presidents at</span>",3,Dave,Beta Kids
1000,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: im like if that dudes black ill eat my hat</span>",3,Dave,Beta Kids
1001,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: turns out he is, so we're all ""damn, director's got gumption""</span>",3,Dave,Beta Kids
1002,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: like we'll all flip our shit he aint shining shoes or somethin</span>",3,Dave,Beta Kids
1003,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: its called freemancipation. if its not pres-election its god-ascension</span>",3,Dave,Beta Kids
1004,517,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: in bruce almighty. whoops, different bruce from the one i just mentioned</span>",3,Dave,Beta Kids
1006,519,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: cant explain to me why this aint condescension to think ill shit a brick</span>",3,Dave,Beta Kids
1007,519,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: not even he can convey the intention with his quickspun wit</span>",3,Dave,Beta Kids
1008,519,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: rather defray all this tension, sit on his lap while he whittles a splint</span>",3,Dave,Beta Kids
1009,519,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: and some guy eyes what he does and patronizes: i guess negrocity's the mother of invention</span>",3,Dave,Beta Kids
1012,521,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: whats up</span>",3,Dave,Beta Kids
1014,523,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: ok</span>",3,Dave,Beta Kids
1017,525,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: my copy?</span>",3,Dave,Beta Kids
1018,525,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: thats going to be tough</span>",3,Dave,Beta Kids
1020,527,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: i lost it</span>",3,Dave,Beta Kids
1021,527,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: its a stupid story and id rather not talk about it</span>",3,Dave,Beta Kids
1022,527,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: shit be embarrassing yo</span>",3,Dave,Beta Kids
1024,529,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: well yeah</span>",3,Dave,Beta Kids
1025,529,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: one is my brothers copy</span>",3,Dave,Beta Kids
1027,531,294,THE GREEN TEXT WAS ATTRACTIVE. NOW VIEW THE RED TEXT AGAIN.,?s=6&p=002194,2009-06-23,"<span style=""color: #e00707"">TG: alright</span>",3,Dave,Beta Kids
